Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-05-03,2947.5,2947.5,2947.5,2947.5,159243,0,0
2019-05-06,2947.5,2947.5,2883.75,2932.5,159243,0,0
2019-05-07,2912.0,2930.75,2862.5,2890.75,246925,0,0
2019-05-08,2890.25,2899.25,2868.75,2887.25,254506,0,0
2019-05-09,2884.25,2885.5,2836.25,2872.75,340659,0,0
2019-05-10,2870.25,2893.0,2826.0,2887.0,396057,0,0
2019-05-13,2881.25,2881.25,2801.75,2807.0,383783,0,0
2019-05-14,2806.75,2854.0,2799.5,2839.25,181543,0,0
2019-05-15,2840.0,2860.0,2815.0,2855.0,217593,0,0
2019-05-16,2854.25,2894.25,2840.5,2878.5,220248,0,0
2019-05-17,2879.25,2887.75,2852.5,2862.0,302279,0,0
2019-05-20,2861.5,2876.75,2832.25,2844.0,263910,0,0
2019-05-21,2847.5,2870.75,2846.5,2866.0,158252,0,0
2019-05-22,2864.75,2869.75,2848.5,2857.5,176205,0,0
2019-05-23,2856.75,2858.5,2805.5,2819.5,300590,0,0
2019-05-24,2821.75,2842.0,2819.25,2831.75,175700,0,0
2019-05-28,2831.0,2841.25,2800.5,2805.0,211121,0,0
2019-05-29,2802.0,2806.25,2766.25,2780.0,300492,0,0
2019-05-30,2780.5,2799.25,2776.5,2790.5,200684,0,0
2019-05-31,2790.0,2791.0,2750.0,2752.5,327277,0,0
2019-06-03,2742.25,2763.75,2728.75,2749.5,416559,0,0
2019-06-04,2753.0,2807.0,2744.0,2805.0,266160,0,0
2019-06-05,2805.75,2829.75,2800.75,2827.75,308867,0,0
2019-06-06,2823.25,2853.25,2812.75,2845.75,260902,0,0
2019-06-07,2840.75,2886.25,2837.75,2875.0,230882,0,0
2019-06-10,2891.0,2905.75,2880.5,2889.25,166943,0,0
2019-06-11,2890.0,2911.5,2879.25,2887.0,224585,0,0
2019-06-12,2886.0,2890.75,2875.25,2881.0,170033,0,0
2019-06-13,2881.75,2896.5,2867.5,2894.5,200890,0,0
2019-06-14,2893.25,2898.75,2880.5,2890.5,82327,0,0
2019-06-17,2890.5,2900.5,2887.5,2892.0,19085,0,0
2019-06-18,2894.0,2931.75,2884.5,2921.75,18230,0,0
2019-06-19,2921.25,2932.25,2910.75,2929.0,14448,0,0
2019-06-20,2927.75,2959.75,2923.25,2955.75,10647,0,0
2019-06-21,2952.25,2956.75,2944.0,2953.89990234375,220993,0,0
2019-06-24,2948.25,2961.5,2944.75,2952.0,160580,0,0
2019-06-25,2951.25,2958.25,2919.75,2922.0,249219,0,0
2019-06-26,2922.5,2939.0,2914.5,2918.0,193670,0,0
2019-06-27,2916.0,2936.0,2915.0,2931.0,181879,0,0
2019-06-28,2933.75,2955.25,2929.75,2944.25,167475,0,0
2019-07-01,2964.0,2982.25,2955.5,2967.75,206810,0,0
2019-07-02,2967.75,2980.25,2958.5,2979.5,191244,0,0
2019-07-03,2979.25,3001.0,2973.75,3000.25,122088,0,0
2019-07-05,3000.0,3005.5,2971.5,2990.5,208873,0,0
2019-07-08,2991.25,2994.75,2973.25,2978.5,183018,0,0
2019-07-09,2978.25,2986.25,2963.5,2982.0,174556,0,0
2019-07-10,2982.25,3007.5,2971.25,2997.5,242428,0,0
2019-07-11,2996.25,3006.75,2992.5,3004.0,209744,0,0
2019-07-12,3003.0,3017.75,3002.0,3015.5,142816,0,0
2019-07-15,3016.0,3024.0,3011.0,3017.25,132130,0,0
2019-07-16,3017.0,3021.75,3004.25,3007.0,165821,0,0
2019-07-17,3005.75,3013.0,2980.5,2985.0,167007,0,0
2019-07-18,2981.25,3005.5,2974.5,2997.5,229943,0,0
2019-07-19,3003.5,3009.75,2969.25,2977.0,262655,0,0
2019-07-22,2973.75,2993.5,2972.25,2989.0,186865,0,0
2019-07-23,2989.0,3008.75,2987.5,3008.0,209110,0,0
2019-07-24,3003.25,3022.0,2996.0,3021.5,194065,0,0
2019-07-25,3018.75,3027.75,2998.0,3006.5,291736,0,0
2019-07-26,3006.75,3029.5,3006.0,3024.5,173468,0,0
2019-07-29,3022.25,3027.5,3015.5,3021.75,178198,0,0
2019-07-30,3023.0,3027.5,3001.5,3012.25,237838,0,0
2019-07-31,3015.25,3020.5,2957.75,2982.25,451065,0,0
2019-08-01,2971.5,3014.0,2944.5,2952.0,701486,0,0
2019-08-02,2950.75,2961.0,2913.25,2932.5,557195,0,0
2019-08-05,2930.75,2933.5,2820.75,2830.0,723771,0,0
2019-08-06,2817.5,2884.0,2776.0,2876.0,637888,0,0
2019-08-07,2875.0,2891.25,2823.0,2880.5,765873,0,0
2019-08-08,2878.5,2941.5,2870.5,2940.0,317162,0,0
2019-08-09,2931.0,2936.0,2898.75,2919.75,473100,0,0
2019-08-12,2920.25,2930.75,2872.5,2880.25,445371,0,0
2019-08-13,2882.5,2944.25,2866.75,2932.0,461077,0,0
2019-08-14,2930.0,2936.5,2835.75,2840.75,569458,0,0
2019-08-15,2836.0,2871.75,2817.75,2848.5,719454,0,0
2019-08-16,2850.0,2894.75,2849.5,2891.5,315805,0,0
2019-08-19,2893.0,2932.25,2892.25,2923.75,211871,0,0
2019-08-20,2921.0,2932.75,2894.25,2898.25,244063,0,0
2019-08-21,2894.0,2932.5,2893.0,2929.25,187679,0,0
2019-08-22,2931.75,2939.75,2904.0,2922.25,264640,0,0
2019-08-23,2920.25,2936.75,2834.0,2855.5,501966,0,0
2019-08-26,2833.75,2888.25,2810.0,2883.25,354113,0,0
2019-08-27,2883.25,2899.5,2860.0,2865.5,301020,0,0
2019-08-28,2865.5,2891.0,2851.75,2889.75,275588,0,0
2019-08-29,2884.25,2930.75,2875.25,2926.75,256909,0,0
2019-08-30,2923.75,2946.5,2913.25,2924.75,259821,0,0
2019-09-03,2913.5,2926.5,2889.0,2906.0,394439,0,0
2019-09-04,2903.25,2939.5,2902.0,2938.5,217291,0,0
2019-09-05,2937.75,2986.75,2936.5,2972.0,291346,0,0
2019-09-06,2971.0,2988.25,2970.25,2980.75,220131,0,0
2019-09-09,2980.0,2991.75,2969.25,2978.25,181052,0,0
2019-09-10,2979.25,2984.75,2957.25,2978.5,259700,0,0
2019-09-11,2979.5,3004.5,2972.25,3002.0,204351,0,0
2019-09-12,3002.5,3021.75,3001.0,3011.75,319497,0,0
2019-09-13,3010.5,3024.0,3003.5,3006.5,49788,0,0
2019-09-16,2997.75,3003.25,2981.0,2999.0,30303,0,0
2019-09-17,3001.75,3006.5,2991.25,3005.5,18363,0,0
2019-09-18,3005.75,3011.25,2978.25,3006.25,20187,0,0
2019-09-19,3007.5,3022.25,2989.0,3006.0,13729,0,0
2019-09-20,3004.75,3016.25,3003.25,3013.610107421875,303170,0,0
2019-09-23,2995.0,3008.0,2982.0,2997.0,243011,0,0
2019-09-24,3002.25,3012.5,2958.5,2970.25,478998,0,0
2019-09-25,2972.0,2991.75,2953.5,2986.25,301205,0,0
2019-09-26,2987.0,2995.5,2964.25,2980.5,277246,0,0
2019-09-27,2981.25,2993.0,2946.0,2963.75,361744,0,0
2019-09-30,2975.25,2986.25,2964.5,2978.5,199855,0,0
2019-10-01,2984.25,2994.25,2936.75,2937.75,331879,0,0
2019-10-02,2942.25,2949.0,2874.0,2880.5,404895,0,0
2019-10-03,2884.5,2913.0,2855.0,2911.75,424733,0,0
2019-10-04,2912.25,2953.25,2890.25,2951.0,322583,0,0
2019-10-07,2937.25,2959.25,2926.5,2937.5,271879,0,0
2019-10-08,2935.25,2950.0,2890.75,2892.5,437173,0,0
2019-10-09,2894.0,2932.0,2888.25,2919.0,286742,0,0
2019-10-10,2920.0,2953.75,2881.75,2941.0,403091,0,0
2019-10-11,2948.5,2993.75,2941.75,2970.75,349487,0,0
2019-10-14,2967.75,2982.25,2954.0,2965.5,210619,0,0
2019-10-15,2967.0,3003.25,2966.25,2997.75,229519,0,0
2019-10-16,2998.25,2998.25,2984.75,2991.5,233214,0,0
2019-10-17,2992.5,3008.0,2985.25,2998.0,250867,0,0
2019-10-18,2998.5,3001.0,2975.0,2988.25,263667,0,0
2019-10-21,2985.0,3007.5,2983.75,3006.5,183087,0,0
2019-10-22,3006.75,3014.0,2988.0,2994.5,258327,0,0
2019-10-23,2991.75,3007.0,2982.0,3005.75,202708,0,0
2019-10-24,3005.5,3015.5,2998.5,3004.25,225499,0,0
2019-10-25,3004.0,3026.5,3000.0,3020.25,197825,0,0
2019-10-28,3023.0,3042.75,3022.0,3036.25,177810,0,0
2019-10-29,3039.0,3046.0,3029.5,3035.75,204832,0,0
2019-10-30,3036.25,3055.5,3023.25,3047.75,251594,0,0
2019-10-31,3052.5,3052.75,3020.0,3035.75,339183,0,0
2019-11-01,3036.75,3065.25,3033.0,3063.25,193991,0,0
2019-11-04,3064.25,3083.5,3064.25,3075.75,174837,0,0
2019-11-05,3077.25,3085.75,3069.75,3072.0,197388,0,0
2019-11-06,3071.75,3078.0,3063.25,3075.5,217605,0,0
2019-11-07,3077.25,3097.5,3070.25,3086.0,205063,0,0
2019-11-08,3086.5,3092.5,3072.5,3090.5,155419,0,0
2019-11-11,3091.0,3092.0,3074.5,3087.5,114085,0,0
